,participant,gender,age,language,logical_training,trials,response,aim,comments,type
547,anon30,male,69,English,No,X_XandY_cat_catanddog,1,Interesting.,"Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.",quatenary
548,anon30,male,69,English,No,X_XorY_ele_dogorele,2,Interesting.,"Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.",quatenary
549,anon30,male,69,English,No,X_X_ele_ele,3,Interesting.,"Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.",quatenary
550,anon30,male,69,English,No,X_Z_dog_ele,0,Interesting.,"Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.",quatenary
551,anon30,male,69,English,No,X_XandY_dog_catanddog,0,Interesting.,"Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.",quatenary
552,anon30,male,69,English,No,X_XorY_dog_dogorele,3,Interesting.,"Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.",quatenary
553,anon32,female,29,english,No,X_XandY_ele_catandele,0,to pick whether the guy was wrong about the cards,no issues,slider
554,anon32,female,29,english,No,XY_XorY_dogele_dogorele,100,to pick whether the guy was wrong about the cards,no issues,slider
555,anon32,female,29,english,No,X_XandY_cat_catandele,12,to pick whether the guy was wrong about the cards,no issues,slider
556,anon32,female,29,english,No,XY_X_catele_ele,15,to pick whether the guy was wrong about the cards,no issues,slider
557,anon32,female,29,english,No,XY_Z_dogele_cat,0,to pick whether the guy was wrong about the cards,no issues,slider
558,anon32,female,29,english,No,X_X_dog_dog,100,to pick whether the guy was wrong about the cards,no issues,slider
559,anon32,female,29,english,No,XY_XorY_catele_catorele,100,to pick whether the guy was wrong about the cards,no issues,slider
560,anon32,female,29,english,No,X_X_cat_cat,100,to pick whether the guy was wrong about the cards,no issues,slider
561,anon32,female,29,english,No,X_XorY_dog_dogorele,21,to pick whether the guy was wrong about the cards,no issues,slider
562,anon32,female,29,english,No,X_XorY_cat_catordog,74,to pick whether the guy was wrong about the cards,no issues,slider
563,anon32,female,29,english,No,XY_Z_catdog_ele,0,to pick whether the guy was wrong about the cards,no issues,slider
564,anon32,female,29,english,No,X_XandY_cat_catanddog,17,to pick whether the guy was wrong about the cards,no issues,slider
565,anon32,female,29,english,No,XY_XandY_dogele_dogandele,100,to pick whether the guy was wrong about the cards,no issues,slider
566,anon32,female,29,english,No,XY_XandY_catdog_catanddog,100,to pick whether the guy was wrong about the cards,no issues,slider
567,anon32,female,29,english,No,XY_X_catele_cat,71,to pick whether the guy was wrong about the cards,no issues,slider
568,anon32,female,29,english,No,XY_X_catdog_cat,80,to pick whether the guy was wrong about the cards,no issues,slider
569,anon32,female,29,english,No,X_X_ele_ele,100,to pick whether the guy was wrong about the cards,no issues,slider
570,anon32,female,29,english,No,X_Z_dog_ele,0,to pick whether the guy was wrong about the cards,no issues,slider
571,anon32,female,29,english,No,X_Z_cat_dog,0,to pick whether the guy was wrong about the cards,no issues,slider
572,anon32,female,29,english,No,X_XorY_cat_catorele,89,to pick whether the guy was wrong about the cards,no issues,slider
573,anon32,female,29,english,No,XY_Z_catele_dog,0,to pick whether the guy was wrong about the cards,no issues,slider
574,anon32,female,29,english,No,XY_XorY_catdog_catordog,98,to pick whether the guy was wrong about the cards,no issues,slider
575,anon32,female,29,english,No,X_Z_ele_cat,0,to pick whether the guy was wrong about the cards,no issues,slider
576,anon32,female,29,english,No,XY_XandY_catele_catandele,100,to pick whether the guy was wrong about the cards,no issues,slider
577,anon33,female,27,English,No,XY_Z_catdog_ele,0,I'm not sure.,,quatenary
578,anon33,female,27,English,No,X_X_ele_ele,3,I'm not sure.,,quatenary
579,anon33,female,27,English,No,XY_X_catele_ele,2,I'm not sure.,,quatenary
580,anon33,female,27,English,No,XY_XorY_catdog_catordog,2,I'm not sure.,,quatenary
581,anon33,female,27,English,No,X_XandY_ele_catandele,1,I'm not sure.,,quatenary
582,anon33,female,27,English,No,X_Z_ele_dog,0,I'm not sure.,,quatenary
583,anon33,female,27,English,No,XY_Z_catele_dog,0,I'm not sure.,,quatenary
584,anon33,female,27,English,No,X_X_cat_cat,3,I'm not sure.,,quatenary
585,anon33,female,27,English,No,X_XorY_dog_catordog,2,I'm not sure.,,quatenary
586,anon33,female,27,English,No,X_Z_cat_ele,0,I'm not sure.,,quatenary
587,anon33,female,27,English,No,XY_XorY_dogele_dogorele,2,I'm not sure.,,quatenary
588,anon33,female,27,English,No,XY_X_dogele_ele,2,I'm not sure.,,quatenary
589,anon33,female,27,English,No,X_X_dog_dog,3,I'm not sure.,,quatenary
590,anon33,female,27,English,No,X_XorY_ele_dogorele,3,I'm not sure.,,quatenary
591,anon33,female,27,English,No,XY_XandY_catele_catandele,3,I'm not sure.,,quatenary
592,anon33,female,27,English,No,XY_XandY_dogele_dogandele,3,I'm not sure.,,quatenary
593,anon33,female,27,English,No,XY_XorY_catele_catorele,2,I'm not sure.,,quatenary
594,anon33,female,27,English,No,XY_XandY_catdog_catanddog,3,I'm not sure.,,quatenary
595,anon33,female,27,English,No,X_XorY_cat_catorele,2,I'm not sure.,,quatenary
596,anon33,female,27,English,No,XY_Z_dogele_cat,0,I'm not sure.,,quatenary
597,anon33,female,27,English,No,X_XandY_dog_catanddog,1,I'm not sure.,,quatenary
598,anon33,female,27,English,No,X_Z_ele_cat,0,I'm not sure.,,quatenary
599,anon33,female,27,English,No,X_XandY_dog_dogandele,1,I'm not sure.,,quatenary
600,anon33,female,27,English,No,XY_X_dogele_dog,2,I'm not sure.,,quatenary
601,anon34,female,30,ENGLISH,No,X_X_ele_ele,1,I'M NOT SURE,,ternary
602,anon34,female,30,ENGLISH,No,X_XandY_cat_catandele,2,I'M NOT SURE,,ternary
603,anon34,female,30,ENGLISH,No,X_XorY_ele_dogorele,1,I'M NOT SURE,,ternary
604,anon34,female,30,ENGLISH,No,XY_Z_catele_dog,0,I'M NOT SURE,,ternary
605,anon34,female,30,ENGLISH,No,X_Z_cat_ele,0,I'M NOT SURE,,ternary
606,anon34,female,30,ENGLISH,No,XY_X_catele_cat,1,I'M NOT SURE,,ternary
607,anon34,female,30,ENGLISH,No,X_XandY_dog_catanddog,2,I'M NOT SURE,,ternary
608,anon34,female,30,ENGLISH,No,XY_XandY_dogele_dogandele,1,I'M NOT SURE,,ternary
609,anon34,female,30,ENGLISH,No,X_X_cat_cat,1,I'M NOT SURE,,ternary
610,anon34,female,30,ENGLISH,No,XY_XorY_catele_catorele,1,I'M NOT SURE,,ternary
611,anon34,female,30,ENGLISH,No,XY_XandY_catdog_catanddog,1,I'M NOT SURE,,ternary
612,anon34,female,30,ENGLISH,No,XY_Z_catdog_ele,0,I'M NOT SURE,,ternary
613,anon34,female,30,ENGLISH,No,X_XorY_dog_dogorele,1,I'M NOT SURE,,ternary
614,anon34,female,30,ENGLISH,No,XY_X_dogele_ele,1,I'M NOT SURE,,ternary
615,anon34,female,30,ENGLISH,No,XY_X_catdog_dog,2,I'M NOT SURE,,ternary
616,anon34,female,30,ENGLISH,No,XY_Z_dogele_cat,0,I'M NOT SURE,,ternary
617,anon34,female,30,ENGLISH,No,X_XorY_cat_catordog,1,I'M NOT SURE,,ternary
618,anon34,female,30,ENGLISH,No,X_Z_ele_cat,0,I'M NOT SURE,,ternary
619,anon34,female,30,ENGLISH,No,XY_XorY_dogele_dogorele,2,I'M NOT SURE,,ternary
620,anon34,female,30,ENGLISH,No,X_XandY_ele_dogandele,0,I'M NOT SURE,,ternary
621,anon34,female,30,ENGLISH,No,XY_XandY_catele_catandele,1,I'M NOT SURE,,ternary
622,anon34,female,30,ENGLISH,No,X_Z_cat_dog,0,I'M NOT SURE,,ternary
623,anon34,female,30,ENGLISH,No,X_X_dog_dog,1,I'M NOT SURE,,ternary
624,anon34,female,30,ENGLISH,No,XY_XorY_catdog_catordog,2,I'M NOT SURE,,ternary
625,anon35,male,28,English,No,X_Z_dog_ele,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
626,anon35,male,28,English,No,X_XandY_ele_catandele,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
627,anon35,male,28,English,No,XY_Z_catdog_ele,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
628,anon35,male,28,English,No,X_Z_dog_cat,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
629,anon35,male,28,English,No,XY_XorY_catdog_catordog,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
630,anon35,male,28,English,No,XY_XorY_dogele_dogorele,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
631,anon35,male,28,English,No,XY_XandY_catele_catandele,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
632,anon35,male,28,English,No,X_XandY_dog_dogandele,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
633,anon35,male,28,English,No,X_X_dog_dog,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
634,anon35,male,28,English,No,X_X_ele_ele,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
635,anon35,male,28,English,No,XY_Z_dogele_cat,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
636,anon35,male,28,English,No,XY_X_catele_cat,2,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
637,anon35,male,28,English,No,XY_Z_catele_dog,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
638,anon35,male,28,English,No,X_XorY_ele_dogorele,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
639,anon35,male,28,English,No,XY_XandY_dogele_dogandele,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
640,anon35,male,28,English,No,XY_XandY_catdog_catanddog,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
641,anon35,male,28,English,No,X_XorY_ele_catorele,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
642,anon35,male,28,English,No,X_XandY_cat_catanddog,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
643,anon35,male,28,English,No,XY_X_catdog_dog,2,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
644,anon35,male,28,English,No,XY_X_catele_ele,2,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
645,anon35,male,28,English,No,X_X_cat_cat,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
646,anon35,male,28,English,No,X_XorY_cat_catorele,1,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
647,anon35,male,28,English,No,X_Z_cat_ele,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
648,anon35,male,28,English,No,XY_XorY_catele_catorele,0,To understand how people respond to sentences depending on the wording. ,No issues. ,ternary
649,anon36,female,54,English,No,X_Z_dog_ele,0,not sure,fun,binary
650,anon36,female,54,English,No,X_X_cat_cat,1,not sure,fun,binary
651,anon36,female,54,English,No,X_X_ele_ele,1,not sure,fun,binary
652,anon36,female,54,English,No,XY_XorY_catdog_catordog,1,not sure,fun,binary
653,anon36,female,54,English,No,X_XandY_ele_catandele,1,not sure,fun,binary
654,anon36,female,54,English,No,X_XandY_ele_dogandele,0,not sure,fun,binary
655,anon36,female,54,English,No,X_XandY_dog_dogandele,0,not sure,fun,binary
656,anon36,female,54,English,No,XY_X_dogele_dog,1,not sure,fun,binary
657,anon36,female,54,English,No,XY_X_dogele_ele,1,not sure,fun,binary
658,anon36,female,54,English,No,XY_XorY_catele_catorele,1,not sure,fun,binary
659,anon36,female,54,English,No,XY_Z_catdog_ele,0,not sure,fun,binary
660,anon36,female,54,English,No,XY_X_catele_cat,1,not sure,fun,binary
661,anon36,female,54,English,No,X_X_dog_dog,1,not sure,fun,binary
662,anon36,female,54,English,No,XY_Z_dogele_cat,0,not sure,fun,binary
663,anon36,female,54,English,No,X_XorY_dog_catordog,1,not sure,fun,binary
664,anon36,female,54,English,No,X_XorY_ele_dogorele,1,not sure,fun,binary
665,anon36,female,54,English,No,X_Z_cat_ele,0,not sure,fun,binary
666,anon36,female,54,English,No,XY_XorY_dogele_dogorele,1,not sure,fun,binary
667,anon36,female,54,English,No,XY_Z_catele_dog,0,not sure,fun,binary
668,anon36,female,54,English,No,XY_XandY_catele_catandele,1,not sure,fun,binary
669,anon36,female,54,English,No,XY_XandY_catdog_catanddog,1,not sure,fun,binary
670,anon36,female,54,English,No,X_Z_ele_cat,0,not sure,fun,binary
671,anon36,female,54,English,No,XY_XandY_dogele_dogandele,1,not sure,fun,binary
672,anon36,female,54,English,No,X_XorY_cat_catorele,1,not sure,fun,binary
673,anon37,female,30,english,No,X_XorY_ele_catorele,100,no idea,,slider
674,anon37,female,30,english,No,X_Z_cat_ele,0,no idea,,slider
675,anon37,female,30,english,No,XY_X_catele_ele,100,no idea,,slider
676,anon37,female,30,english,No,XY_X_catdog_cat,100,no idea,,slider
677,anon37,female,30,english,No,XY_XorY_catdog_catordog,99,no idea,,slider
678,anon37,female,30,english,No,X_XandY_cat_catandele,0,no idea,,slider
679,anon37,female,30,english,No,X_XandY_dog_catanddog,0,no idea,,slider
680,anon37,female,30,english,No,XY_XandY_dogele_dogandele,100,no idea,,slider
681,anon37,female,30,english,No,X_XorY_dog_dogorele,100,no idea,,slider
682,anon37,female,30,english,No,XY_X_catdog_dog,98,no idea,,slider
683,anon37,female,30,english,No,XY_Z_dogele_cat,0,no idea,,slider
684,anon37,female,30,english,No,XY_XandY_catdog_catanddog,100,no idea,,slider
685,anon37,female,30,english,No,X_X_cat_cat,100,no idea,,slider
686,anon37,female,30,english,No,X_XandY_ele_dogandele,0,no idea,,slider
687,anon37,female,30,english,No,X_Z_ele_dog,0,no idea,,slider
688,anon37,female,30,english,No,XY_Z_catdog_ele,0,no idea,,slider
689,anon37,female,30,english,No,XY_XorY_catele_catorele,100,no idea,,slider
690,anon37,female,30,english,No,XY_Z_catele_dog,0,no idea,,slider
691,anon37,female,30,english,No,X_X_ele_ele,100,no idea,,slider
692,anon37,female,30,english,No,X_XorY_ele_dogorele,100,no idea,,slider
693,anon37,female,30,english,No,XY_XandY_catele_catandele,100,no idea,,slider
694,anon37,female,30,english,No,XY_XorY_dogele_dogorele,100,no idea,,slider
695,anon37,female,30,english,No,X_X_dog_dog,100,no idea,,slider
696,anon37,female,30,english,No,X_Z_dog_ele,0,no idea,,slider
697,anon38,male,37,English,No,X_X_cat_cat,100,Cognition study,Nothing comes to mind. ,slider
698,anon38,male,37,English,No,X_X_dog_dog,100,Cognition study,Nothing comes to mind. ,slider
699,anon38,male,37,English,No,XY_XandY_catele_catandele,100,Cognition study,Nothing comes to mind. ,slider
700,anon38,male,37,English,No,X_Z_dog_cat,0,Cognition study,Nothing comes to mind. ,slider
701,anon38,male,37,English,No,XY_Z_dogele_cat,0,Cognition study,Nothing comes to mind. ,slider
702,anon38,male,37,English,No,X_X_ele_ele,100,Cognition study,Nothing comes to mind. ,slider
703,anon38,male,37,English,No,XY_XandY_catdog_catanddog,100,Cognition study,Nothing comes to mind. ,slider
704,anon38,male,37,English,No,XY_XorY_catdog_catordog,0,Cognition study,Nothing comes to mind. ,slider
705,anon38,male,37,English,No,XY_X_catele_cat,0,Cognition study,Nothing comes to mind. ,slider
706,anon38,male,37,English,No,XY_XorY_catele_catorele,0,Cognition study,Nothing comes to mind. ,slider
707,anon38,male,37,English,No,X_Z_dog_ele,0,Cognition study,Nothing comes to mind. ,slider
708,anon38,male,37,English,No,XY_XorY_dogele_dogorele,100,Cognition study,Nothing comes to mind. ,slider
709,anon38,male,37,English,No,XY_XandY_dogele_dogandele,100,Cognition study,Nothing comes to mind. ,slider
710,anon38,male,37,English,No,XY_X_catele_ele,0,Cognition study,Nothing comes to mind. ,slider
711,anon38,male,37,English,No,XY_Z_catdog_ele,0,Cognition study,Nothing comes to mind. ,slider
712,anon38,male,37,English,No,X_XorY_cat_catorele,100,Cognition study,Nothing comes to mind. ,slider
713,anon38,male,37,English,No,X_XandY_dog_dogandele,0,Cognition study,Nothing comes to mind. ,slider
714,anon38,male,37,English,No,XY_X_dogele_dog,0,Cognition study,Nothing comes to mind. ,slider
715,anon38,male,37,English,No,X_XandY_cat_catandele,0,Cognition study,Nothing comes to mind. ,slider
716,anon38,male,37,English,No,X_XorY_dog_dogorele,100,Cognition study,Nothing comes to mind. ,slider
717,anon38,male,37,English,No,X_Z_cat_dog,0,Cognition study,Nothing comes to mind. ,slider
718,anon38,male,37,English,No,XY_Z_catele_dog,0,Cognition study,Nothing comes to mind. ,slider
719,anon38,male,37,English,No,X_XandY_dog_catanddog,0,Cognition study,Nothing comes to mind. ,slider
720,anon38,male,37,English,No,X_XorY_ele_dogorele,100,Cognition study,Nothing comes to mind. ,slider
721,anon39,female,35,English,No,X_XandY_dog_dogandele,0,behavior ,none ,quatenary
722,anon39,female,35,English,No,X_X_dog_dog,3,behavior ,none ,quatenary
723,anon39,female,35,English,No,XY_XandY_catdog_catanddog,3,behavior ,none ,quatenary
724,anon39,female,35,English,No,X_XorY_cat_catordog,3,behavior ,none ,quatenary
725,anon39,female,35,English,No,XY_XorY_catele_catorele,3,behavior ,none ,quatenary
726,anon39,female,35,English,No,XY_XorY_dogele_dogorele,2,behavior ,none ,quatenary
727,anon39,female,35,English,No,XY_Z_catele_dog,0,behavior ,none ,quatenary
728,anon39,female,35,English,No,X_XandY_dog_catanddog,0,behavior ,none ,quatenary
729,anon39,female,35,English,No,X_X_cat_cat,3,behavior ,none ,quatenary
730,anon39,female,35,English,No,XY_XorY_catdog_catordog,3,behavior ,none ,quatenary
731,anon39,female,35,English,No,XY_Z_catdog_ele,0,behavior ,none ,quatenary
732,anon39,female,35,English,No,X_XorY_dog_catordog,0,behavior ,none ,quatenary
733,anon39,female,35,English,No,X_Z_dog_cat,0,behavior ,none ,quatenary
734,anon39,female,35,English,No,X_X_ele_ele,3,behavior ,none ,quatenary
735,anon39,female,35,English,No,X_XandY_ele_dogandele,3,behavior ,none ,quatenary
736,anon39,female,35,English,No,XY_Z_dogele_cat,0,behavior ,none ,quatenary
737,anon39,female,35,English,No,XY_XandY_catele_catandele,3,behavior ,none ,quatenary
738,anon39,female,35,English,No,XY_X_catdog_cat,2,behavior ,none ,quatenary
739,anon39,female,35,English,No,X_Z_dog_ele,0,behavior ,none ,quatenary
740,anon39,female,35,English,No,XY_XandY_dogele_dogandele,3,behavior ,none ,quatenary
741,anon39,female,35,English,No,X_Z_ele_cat,0,behavior ,none ,quatenary
742,anon39,female,35,English,No,X_XorY_ele_dogorele,0,behavior ,none ,quatenary
743,anon39,female,35,English,No,XY_X_catele_ele,2,behavior ,none ,quatenary
744,anon39,female,35,English,No,XY_X_dogele_ele,2,behavior ,none ,quatenary
745,anon4,female,33,English,Yes,X_XorY_cat_catordog,100,To see how people define what people see...?,no,slider
746,anon4,female,33,English,Yes,XY_X_dogele_ele,77,To see how people define what people see...?,no,slider
747,anon4,female,33,English,Yes,X_XorY_ele_dogorele,80,To see how people define what people see...?,no,slider
748,anon4,female,33,English,Yes,X_XandY_cat_catandele,20,To see how people define what people see...?,no,slider
749,anon4,female,33,English,Yes,X_X_ele_ele,100,To see how people define what people see...?,no,slider
750,anon4,female,33,English,Yes,XY_XandY_catdog_catanddog,100,To see how people define what people see...?,no,slider
751,anon4,female,33,English,Yes,XY_XandY_catele_catandele,100,To see how people define what people see...?,no,slider
752,anon4,female,33,English,Yes,XY_XandY_dogele_dogandele,100,To see how people define what people see...?,no,slider
753,anon4,female,33,English,Yes,X_Z_ele_cat,0,To see how people define what people see...?,no,slider
754,anon4,female,33,English,Yes,XY_XorY_catdog_catordog,64,To see how people define what people see...?,no,slider
755,anon4,female,33,English,Yes,X_Z_ele_dog,0,To see how people define what people see...?,no,slider
756,anon4,female,33,English,Yes,X_X_dog_dog,100,To see how people define what people see...?,no,slider
757,anon4,female,33,English,Yes,XY_Z_catele_dog,0,To see how people define what people see...?,no,slider
758,anon4,female,33,English,Yes,XY_X_catele_cat,72,To see how people define what people see...?,no,slider
759,anon4,female,33,English,Yes,X_XandY_cat_catanddog,19,To see how people define what people see...?,no,slider
760,anon4,female,33,English,Yes,X_XandY_ele_catandele,34,To see how people define what people see...?,no,slider
761,anon4,female,33,English,Yes,XY_Z_catdog_ele,0,To see how people define what people see...?,no,slider
762,anon4,female,33,English,Yes,X_X_cat_cat,100,To see how people define what people see...?,no,slider
763,anon4,female,33,English,Yes,XY_XorY_dogele_dogorele,78,To see how people define what people see...?,no,slider
764,anon4,female,33,English,Yes,XY_XorY_catele_catorele,77,To see how people define what people see...?,no,slider
765,anon4,female,33,English,Yes,XY_Z_dogele_cat,0,To see how people define what people see...?,no,slider
766,anon4,female,33,English,Yes,XY_X_catdog_cat,89,To see how people define what people see...?,no,slider
767,anon4,female,33,English,Yes,X_XorY_cat_catorele,81,To see how people define what people see...?,no,slider
768,anon4,female,33,English,Yes,X_Z_dog_ele,0,To see how people define what people see...?,no,slider
769,anon40,male,35,english,No,X_Z_cat_dog,0,I have no idea ,,binary
770,anon40,male,35,english,No,XY_Z_catdog_ele,0,I have no idea ,,binary
771,anon40,male,35,english,No,XY_X_catele_ele,1,I have no idea ,,binary
772,anon40,male,35,english,No,XY_XandY_catele_catandele,1,I have no idea ,,binary
773,anon40,male,35,english,No,XY_XorY_dogele_dogorele,1,I have no idea ,,binary
774,anon40,male,35,english,No,X_XandY_dog_dogandele,0,I have no idea ,,binary
775,anon40,male,35,english,No,XY_XandY_catdog_catanddog,1,I have no idea ,,binary
776,anon40,male,35,english,No,XY_X_catdog_dog,1,I have no idea ,,binary
777,anon40,male,35,english,No,X_XorY_dog_catordog,1,I have no idea ,,binary
778,anon40,male,35,english,No,X_Z_ele_cat,0,I have no idea ,,binary
779,anon40,male,35,english,No,XY_Z_catele_dog,0,I have no idea ,,binary
780,anon40,male,35,english,No,X_XandY_ele_dogandele,1,I have no idea ,,binary
781,anon40,male,35,english,No,XY_XandY_dogele_dogandele,1,I have no idea ,,binary
782,anon40,male,35,english,No,X_XorY_cat_catordog,1,I have no idea ,,binary
783,anon40,male,35,english,No,X_X_cat_cat,1,I have no idea ,,binary
784,anon40,male,35,english,No,XY_X_catdog_cat,1,I have no idea ,,binary
785,anon40,male,35,english,No,X_XandY_cat_catandele,0,I have no idea ,,binary
786,anon40,male,35,english,No,XY_XorY_catdog_catordog,1,I have no idea ,,binary
787,anon40,male,35,english,No,XY_XorY_catele_catorele,1,I have no idea ,,binary
788,anon40,male,35,english,No,X_X_ele_ele,1,I have no idea ,,binary
789,anon40,male,35,english,No,XY_Z_dogele_cat,0,I have no idea ,,binary
790,anon40,male,35,english,No,X_XorY_ele_dogorele,1,I have no idea ,,binary
791,anon40,male,35,english,No,X_X_dog_dog,1,I have no idea ,,binary
792,anon40,male,35,english,No,X_Z_cat_ele,0,I have no idea ,,binary
793,anon41,female,33,English,Yes,X_X_dog_dog,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
794,anon41,female,33,English,Yes,X_XorY_ele_catorele,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
795,anon41,female,33,English,Yes,XY_Z_catdog_ele,0,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
796,anon41,female,33,English,Yes,X_Z_ele_cat,0,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
797,anon41,female,33,English,Yes,X_XorY_cat_catorele,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
798,anon41,female,33,English,Yes,X_Z_cat_dog,0,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
799,anon41,female,33,English,Yes,X_Z_ele_dog,0,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
800,anon41,female,33,English,Yes,X_X_ele_ele,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
801,anon41,female,33,English,Yes,XY_XandY_catele_catandele,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
802,anon41,female,33,English,Yes,XY_XorY_catdog_catordog,72,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
803,anon41,female,33,English,Yes,X_XandY_dog_dogandele,61,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
804,anon41,female,33,English,Yes,XY_XandY_catdog_catanddog,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
805,anon41,female,33,English,Yes,XY_Z_dogele_cat,0,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
806,anon41,female,33,English,Yes,X_XorY_dog_catordog,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
807,anon41,female,33,English,Yes,XY_XandY_dogele_dogandele,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
808,anon41,female,33,English,Yes,X_X_cat_cat,100,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
809,anon41,female,33,English,Yes,XY_XorY_dogele_dogorele,76,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
810,anon41,female,33,English,Yes,XY_X_catdog_cat,76,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
811,anon41,female,33,English,Yes,X_XandY_ele_dogandele,38,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
812,anon41,female,33,English,Yes,XY_X_catele_cat,56,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
813,anon41,female,33,English,Yes,XY_XorY_catele_catorele,62,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
814,anon41,female,33,English,Yes,XY_Z_catele_dog,0,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
815,anon41,female,33,English,Yes,XY_X_dogele_ele,73,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
816,anon41,female,33,English,Yes,X_XandY_cat_catanddog,58,"To see how people perceive the use of ""and"" and/or ""or.""",Thank you - this was a fun experiment!,slider
817,anon42,male,22,english,No,XY_X_dogele_ele,1,,,binary
818,anon42,male,22,english,No,XY_Z_dogele_cat,0,,,binary
819,anon42,male,22,english,No,XY_XorY_dogele_dogorele,1,,,binary
820,anon42,male,22,english,No,X_X_ele_ele,1,,,binary
821,anon42,male,22,english,No,X_X_cat_cat,1,,,binary
822,anon42,male,22,english,No,X_XorY_ele_dogorele,1,,,binary
823,anon42,male,22,english,No,XY_XandY_catdog_catanddog,1,,,binary
