"","participant","gender","age","language","logical_training","trials","response","aim","comments"
"534","anon30","male","69","English","No","XY.XorY_catdog","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"535","anon30","male","69","English","No","XY_X_dogele_ele","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"536","anon30","male","69","English","No","X_Z_ele_dog","0","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"537","anon30","male","69","English","No","XY.XandY_dogele","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"538","anon30","male","69","English","No","XY.XorY_catele","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"539","anon30","male","69","English","No","X_XandY_cat_catele","0","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"540","anon30","male","69","English","No","XY.XandY_catdog","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"541","anon30","male","69","English","No","XY.XandY_catele","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"542","anon30","male","69","English","No","XY_Z_catele_dog","0","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"543","anon30","male","69","English","No","XY.XorY_dogele","2","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"544","anon30","male","69","English","No","X_XorY_cat_catdog","2","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"545","anon30","male","69","English","No","XY_X_dogele_dog","2","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"546","anon30","male","69","English","No","X.X_dog","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"547","anon30","male","69","English","No","X_XandY_cat_catdog","1","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"548","anon30","male","69","English","No","X_XorY_ele_dogele","2","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"549","anon30","male","69","English","No","X.X_ele","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"550","anon30","male","69","English","No","X_Z_dog_ele","0","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"551","anon30","male","69","English","No","X_XandY_dog_catdog","0","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"552","anon30","male","69","English","No","X_XorY_dog_dogele","3","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed."
"553","anon32","female","29","english","No","X_XandY_ele_catele","0","to pick whether the guy was wrong about the cards","no issues"
"554","anon32","female","29","english","No","XY.XorY_dogele","100","to pick whether the guy was wrong about the cards","no issues"
"555","anon32","female","29","english","No","X_XandY_cat_catele","12","to pick whether the guy was wrong about the cards","no issues"
"556","anon32","female","29","english","No","XY_X_catele_ele","15","to pick whether the guy was wrong about the cards","no issues"
"557","anon32","female","29","english","No","XY_Z_dogele_cat","0","to pick whether the guy was wrong about the cards","no issues"
"558","anon32","female","29","english","No","X.X_dog","100","to pick whether the guy was wrong about the cards","no issues"
"559","anon32","female","29","english","No","XY.XorY_catele","100","to pick whether the guy was wrong about the cards","no issues"
"560","anon32","female","29","english","No","X.X_cat","100","to pick whether the guy was wrong about the cards","no issues"
"561","anon32","female","29","english","No","X_XorY_dog_dogele","21","to pick whether the guy was wrong about the cards","no issues"
"562","anon32","female","29","english","No","X_XorY_cat_catdog","74","to pick whether the guy was wrong about the cards","no issues"
"563","anon32","female","29","english","No","XY_Z_catdog_ele","0","to pick whether the guy was wrong about the cards","no issues"
"564","anon32","female","29","english","No","X_XandY_cat_catdog","17","to pick whether the guy was wrong about the cards","no issues"
"565","anon32","female","29","english","No","XY.XandY_dogele","100","to pick whether the guy was wrong about the cards","no issues"
"566","anon32","female","29","english","No","XY.XandY_catdog","100","to pick whether the guy was wrong about the cards","no issues"
"567","anon32","female","29","english","No","XY_X_catele_cat","71","to pick whether the guy was wrong about the cards","no issues"
"568","anon32","female","29","english","No","XY_X_catdog_cat","80","to pick whether the guy was wrong about the cards","no issues"
"569","anon32","female","29","english","No","X.X_ele","100","to pick whether the guy was wrong about the cards","no issues"
"570","anon32","female","29","english","No","X_Z_dog_ele","0","to pick whether the guy was wrong about the cards","no issues"
"571","anon32","female","29","english","No","X_Z_cat_dog","0","to pick whether the guy was wrong about the cards","no issues"
"572","anon32","female","29","english","No","X_XorY_cat_catele","89","to pick whether the guy was wrong about the cards","no issues"
"573","anon32","female","29","english","No","XY_Z_catele_dog","0","to pick whether the guy was wrong about the cards","no issues"
"574","anon32","female","29","english","No","XY.XorY_catdog","98","to pick whether the guy was wrong about the cards","no issues"
"575","anon32","female","29","english","No","X_Z_ele_cat","0","to pick whether the guy was wrong about the cards","no issues"
"576","anon32","female","29","english","No","XY.XandY_catele","100","to pick whether the guy was wrong about the cards","no issues"
"577","anon33","female","27","English","No","XY_Z_catdog_ele","0","I'm not sure.",""
"578","anon33","female","27","English","No","X.X_ele","3","I'm not sure.",""
"579","anon33","female","27","English","No","XY_X_catele_ele","2","I'm not sure.",""
"580","anon33","female","27","English","No","XY.XorY_catdog","2","I'm not sure.",""
"581","anon33","female","27","English","No","X_XandY_ele_catele","1","I'm not sure.",""
"582","anon33","female","27","English","No","X_Z_ele_dog","0","I'm not sure.",""
"583","anon33","female","27","English","No","XY_Z_catele_dog","0","I'm not sure.",""
"584","anon33","female","27","English","No","X.X_cat","3","I'm not sure.",""
"585","anon33","female","27","English","No","X_XorY_dog_catdog","2","I'm not sure.",""
"586","anon33","female","27","English","No","X_Z_cat_ele","0","I'm not sure.",""
"587","anon33","female","27","English","No","XY.XorY_dogele","2","I'm not sure.",""
"588","anon33","female","27","English","No","XY_X_dogele_ele","2","I'm not sure.",""
"589","anon33","female","27","English","No","X.X_dog","3","I'm not sure.",""
"590","anon33","female","27","English","No","X_XorY_ele_dogele","3","I'm not sure.",""
"591","anon33","female","27","English","No","XY.XandY_catele","3","I'm not sure.",""
"592","anon33","female","27","English","No","XY.XandY_dogele","3","I'm not sure.",""
"593","anon33","female","27","English","No","XY.XorY_catele","2","I'm not sure.",""
"594","anon33","female","27","English","No","XY.XandY_catdog","3","I'm not sure.",""
"595","anon33","female","27","English","No","X_XorY_cat_catele","2","I'm not sure.",""
"596","anon33","female","27","English","No","XY_Z_dogele_cat","0","I'm not sure.",""
"597","anon33","female","27","English","No","X_XandY_dog_catdog","1","I'm not sure.",""
"598","anon33","female","27","English","No","X_Z_ele_cat","0","I'm not sure.",""
"599","anon33","female","27","English","No","X_XandY_dog_dogele","1","I'm not sure.",""
"600","anon33","female","27","English","No","XY_X_dogele_dog","2","I'm not sure.",""
"601","anon34","female","30","ENGLISH","No","X.X_ele","1","I'M NOT SURE",""
"602","anon34","female","30","ENGLISH","No","X_XandY_cat_catele","2","I'M NOT SURE",""
"603","anon34","female","30","ENGLISH","No","X_XorY_ele_dogele","1","I'M NOT SURE",""
"604","anon34","female","30","ENGLISH","No","XY_Z_catele_dog","0","I'M NOT SURE",""
"605","anon34","female","30","ENGLISH","No","X_Z_cat_ele","0","I'M NOT SURE",""
"606","anon34","female","30","ENGLISH","No","XY_X_catele_cat","1","I'M NOT SURE",""
"607","anon34","female","30","ENGLISH","No","X_XandY_dog_catdog","2","I'M NOT SURE",""
"608","anon34","female","30","ENGLISH","No","XY.XandY_dogele","1","I'M NOT SURE",""
"609","anon34","female","30","ENGLISH","No","X.X_cat","1","I'M NOT SURE",""
"610","anon34","female","30","ENGLISH","No","XY.XorY_catele","1","I'M NOT SURE",""
"611","anon34","female","30","ENGLISH","No","XY.XandY_catdog","1","I'M NOT SURE",""
"612","anon34","female","30","ENGLISH","No","XY_Z_catdog_ele","0","I'M NOT SURE",""
"613","anon34","female","30","ENGLISH","No","X_XorY_dog_dogele","1","I'M NOT SURE",""
"614","anon34","female","30","ENGLISH","No","XY_X_dogele_ele","1","I'M NOT SURE",""
"615","anon34","female","30","ENGLISH","No","XY_X_catdog_dog","2","I'M NOT SURE",""
"616","anon34","female","30","ENGLISH","No","XY_Z_dogele_cat","0","I'M NOT SURE",""
"617","anon34","female","30","ENGLISH","No","X_XorY_cat_catdog","1","I'M NOT SURE",""
"618","anon34","female","30","ENGLISH","No","X_Z_ele_cat","0","I'M NOT SURE",""
"619","anon34","female","30","ENGLISH","No","XY.XorY_dogele","2","I'M NOT SURE",""
"620","anon34","female","30","ENGLISH","No","X_XandY_ele_dogele","0","I'M NOT SURE",""
"621","anon34","female","30","ENGLISH","No","XY.XandY_catele","1","I'M NOT SURE",""
"622","anon34","female","30","ENGLISH","No","X_Z_cat_dog","0","I'M NOT SURE",""
"623","anon34","female","30","ENGLISH","No","X.X_dog","1","I'M NOT SURE",""
"624","anon34","female","30","ENGLISH","No","XY.XorY_catdog","2","I'M NOT SURE",""
"625","anon35","male","28","English","No","X_Z_dog_ele","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"626","anon35","male","28","English","No","X_XandY_ele_catele","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"627","anon35","male","28","English","No","XY_Z_catdog_ele","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"628","anon35","male","28","English","No","X_Z_dog_cat","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"629","anon35","male","28","English","No","XY.XorY_catdog","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"630","anon35","male","28","English","No","XY.XorY_dogele","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"631","anon35","male","28","English","No","XY.XandY_catele","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"632","anon35","male","28","English","No","X_XandY_dog_dogele","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"633","anon35","male","28","English","No","X.X_dog","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"634","anon35","male","28","English","No","X.X_ele","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"635","anon35","male","28","English","No","XY_Z_dogele_cat","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"636","anon35","male","28","English","No","XY_X_catele_cat","2","To understand how people respond to sentences depending on the wording. ","No issues. "
"637","anon35","male","28","English","No","XY_Z_catele_dog","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"638","anon35","male","28","English","No","X_XorY_ele_dogele","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"639","anon35","male","28","English","No","XY.XandY_dogele","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"640","anon35","male","28","English","No","XY.XandY_catdog","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"641","anon35","male","28","English","No","X_XorY_ele_catele","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"642","anon35","male","28","English","No","X_XandY_cat_catdog","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"643","anon35","male","28","English","No","XY_X_catdog_dog","2","To understand how people respond to sentences depending on the wording. ","No issues. "
"644","anon35","male","28","English","No","XY_X_catele_ele","2","To understand how people respond to sentences depending on the wording. ","No issues. "
"645","anon35","male","28","English","No","X.X_cat","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"646","anon35","male","28","English","No","X_XorY_cat_catele","1","To understand how people respond to sentences depending on the wording. ","No issues. "
"647","anon35","male","28","English","No","X_Z_cat_ele","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"648","anon35","male","28","English","No","XY.XorY_catele","0","To understand how people respond to sentences depending on the wording. ","No issues. "
"649","anon36","female","54","English","No","X_Z_dog_ele","0","not sure","fun"
"650","anon36","female","54","English","No","X.X_cat","1","not sure","fun"
"651","anon36","female","54","English","No","X.X_ele","1","not sure","fun"
"652","anon36","female","54","English","No","XY.XorY_catdog","1","not sure","fun"
"653","anon36","female","54","English","No","X_XandY_ele_catele","1","not sure","fun"
"654","anon36","female","54","English","No","X_XandY_ele_dogele","0","not sure","fun"
"655","anon36","female","54","English","No","X_XandY_dog_dogele","0","not sure","fun"
"656","anon36","female","54","English","No","XY_X_dogele_dog","1","not sure","fun"
"657","anon36","female","54","English","No","XY_X_dogele_ele","1","not sure","fun"
"658","anon36","female","54","English","No","XY.XorY_catele","1","not sure","fun"
"659","anon36","female","54","English","No","XY_Z_catdog_ele","0","not sure","fun"
"660","anon36","female","54","English","No","XY_X_catele_cat","1","not sure","fun"
"661","anon36","female","54","English","No","X.X_dog","1","not sure","fun"
"662","anon36","female","54","English","No","XY_Z_dogele_cat","0","not sure","fun"
"663","anon36","female","54","English","No","X_XorY_dog_catdog","1","not sure","fun"
"664","anon36","female","54","English","No","X_XorY_ele_dogele","1","not sure","fun"
"665","anon36","female","54","English","No","X_Z_cat_ele","0","not sure","fun"
"666","anon36","female","54","English","No","XY.XorY_dogele","1","not sure","fun"
"667","anon36","female","54","English","No","XY_Z_catele_dog","0","not sure","fun"
"668","anon36","female","54","English","No","XY.XandY_catele","1","not sure","fun"
"669","anon36","female","54","English","No","XY.XandY_catdog","1","not sure","fun"
"670","anon36","female","54","English","No","X_Z_ele_cat","0","not sure","fun"
"671","anon36","female","54","English","No","XY.XandY_dogele","1","not sure","fun"
"672","anon36","female","54","English","No","X_XorY_cat_catele","1","not sure","fun"
"673","anon37","female","30","english","No","X_XorY_ele_catele","100","no idea",""
"674","anon37","female","30","english","No","X_Z_cat_ele","0","no idea",""
"675","anon37","female","30","english","No","XY_X_catele_ele","100","no idea",""
"676","anon37","female","30","english","No","XY_X_catdog_cat","100","no idea",""
"677","anon37","female","30","english","No","XY.XorY_catdog","99","no idea",""
"678","anon37","female","30","english","No","X_XandY_cat_catele","0","no idea",""
"679","anon37","female","30","english","No","X_XandY_dog_catdog","0","no idea",""
"680","anon37","female","30","english","No","XY.XandY_dogele","100","no idea",""
"681","anon37","female","30","english","No","X_XorY_dog_dogele","100","no idea",""
"682","anon37","female","30","english","No","XY_X_catdog_dog","98","no idea",""
"683","anon37","female","30","english","No","XY_Z_dogele_cat","0","no idea",""
"684","anon37","female","30","english","No","XY.XandY_catdog","100","no idea",""
"685","anon37","female","30","english","No","X.X_cat","100","no idea",""
"686","anon37","female","30","english","No","X_XandY_ele_dogele","0","no idea",""
"687","anon37","female","30","english","No","X_Z_ele_dog","0","no idea",""
"688","anon37","female","30","english","No","XY_Z_catdog_ele","0","no idea",""
"689","anon37","female","30","english","No","XY.XorY_catele","100","no idea",""
"690","anon37","female","30","english","No","XY_Z_catele_dog","0","no idea",""
"691","anon37","female","30","english","No","X.X_ele","100","no idea",""
"692","anon37","female","30","english","No","X_XorY_ele_dogele","100","no idea",""
"693","anon37","female","30","english","No","XY.XandY_catele","100","no idea",""
"694","anon37","female","30","english","No","XY.XorY_dogele","100","no idea",""
"695","anon37","female","30","english","No","X.X_dog","100","no idea",""
"696","anon37","female","30","english","No","X_Z_dog_ele","0","no idea",""
"697","anon38","male","37","English","No","X.X_cat","100","Cognition study","Nothing comes to mind. "
"698","anon38","male","37","English","No","X.X_dog","100","Cognition study","Nothing comes to mind. "
"699","anon38","male","37","English","No","XY.XandY_catele","100","Cognition study","Nothing comes to mind. "
"700","anon38","male","37","English","No","X_Z_dog_cat","0","Cognition study","Nothing comes to mind. "
"701","anon38","male","37","English","No","XY_Z_dogele_cat","0","Cognition study","Nothing comes to mind. "
"702","anon38","male","37","English","No","X.X_ele","100","Cognition study","Nothing comes to mind. "
"703","anon38","male","37","English","No","XY.XandY_catdog","100","Cognition study","Nothing comes to mind. "
"704","anon38","male","37","English","No","XY.XorY_catdog","0","Cognition study","Nothing comes to mind. "
"705","anon38","male","37","English","No","XY_X_catele_cat","0","Cognition study","Nothing comes to mind. "
"706","anon38","male","37","English","No","XY.XorY_catele","0","Cognition study","Nothing comes to mind. "
"707","anon38","male","37","English","No","X_Z_dog_ele","0","Cognition study","Nothing comes to mind. "
"708","anon38","male","37","English","No","XY.XorY_dogele","100","Cognition study","Nothing comes to mind. "
"709","anon38","male","37","English","No","XY.XandY_dogele","100","Cognition study","Nothing comes to mind. "
"710","anon38","male","37","English","No","XY_X_catele_ele","0","Cognition study","Nothing comes to mind. "
"711","anon38","male","37","English","No","XY_Z_catdog_ele","0","Cognition study","Nothing comes to mind. "
"712","anon38","male","37","English","No","X_XorY_cat_catele","100","Cognition study","Nothing comes to mind. "
"713","anon38","male","37","English","No","X_XandY_dog_dogele","0","Cognition study","Nothing comes to mind. "
"714","anon38","male","37","English","No","XY_X_dogele_dog","0","Cognition study","Nothing comes to mind. "
"715","anon38","male","37","English","No","X_XandY_cat_catele","0","Cognition study","Nothing comes to mind. "
"716","anon38","male","37","English","No","X_XorY_dog_dogele","100","Cognition study","Nothing comes to mind. "
"717","anon38","male","37","English","No","X_Z_cat_dog","0","Cognition study","Nothing comes to mind. "
"718","anon38","male","37","English","No","XY_Z_catele_dog","0","Cognition study","Nothing comes to mind. "
"719","anon38","male","37","English","No","X_XandY_dog_catdog","0","Cognition study","Nothing comes to mind. "
"720","anon38","male","37","English","No","X_XorY_ele_dogele","100","Cognition study","Nothing comes to mind. "
"721","anon39","female","35","English","No","X_XandY_dog_dogele","0","behavior ","none "
"722","anon39","female","35","English","No","X.X_dog","3","behavior ","none "
"723","anon39","female","35","English","No","XY.XandY_catdog","3","behavior ","none "
"724","anon39","female","35","English","No","X_XorY_cat_catdog","3","behavior ","none "
"725","anon39","female","35","English","No","XY.XorY_catele","3","behavior ","none "
"726","anon39","female","35","English","No","XY.XorY_dogele","2","behavior ","none "
"727","anon39","female","35","English","No","XY_Z_catele_dog","0","behavior ","none "
"728","anon39","female","35","English","No","X_XandY_dog_catdog","0","behavior ","none "
"729","anon39","female","35","English","No","X.X_cat","3","behavior ","none "
"730","anon39","female","35","English","No","XY.XorY_catdog","3","behavior ","none "
"731","anon39","female","35","English","No","XY_Z_catdog_ele","0","behavior ","none "
"732","anon39","female","35","English","No","X_XorY_dog_catdog","0","behavior ","none "
"733","anon39","female","35","English","No","X_Z_dog_cat","0","behavior ","none "
"734","anon39","female","35","English","No","X.X_ele","3","behavior ","none "
"735","anon39","female","35","English","No","X_XandY_ele_dogele","3","behavior ","none "
"736","anon39","female","35","English","No","XY_Z_dogele_cat","0","behavior ","none "
"737","anon39","female","35","English","No","XY.XandY_catele","3","behavior ","none "
"738","anon39","female","35","English","No","XY_X_catdog_cat","2","behavior ","none "
"739","anon39","female","35","English","No","X_Z_dog_ele","0","behavior ","none "
"740","anon39","female","35","English","No","XY.XandY_dogele","3","behavior ","none "
"741","anon39","female","35","English","No","X_Z_ele_cat","0","behavior ","none "
"742","anon39","female","35","English","No","X_XorY_ele_dogele","0","behavior ","none "
"743","anon39","female","35","English","No","XY_X_catele_ele","2","behavior ","none "
"744","anon39","female","35","English","No","XY_X_dogele_ele","2","behavior ","none "
"745","anon4","female","33","English","Yes","X_XorY_cat_catdog","100","To see how people define what people see...?","no"
"746","anon4","female","33","English","Yes","XY_X_dogele_ele","77","To see how people define what people see...?","no"
"747","anon4","female","33","English","Yes","X_XorY_ele_dogele","80","To see how people define what people see...?","no"
"748","anon4","female","33","English","Yes","X_XandY_cat_catele","20","To see how people define what people see...?","no"
"749","anon4","female","33","English","Yes","X.X_ele","100","To see how people define what people see...?","no"
"750","anon4","female","33","English","Yes","XY.XandY_catdog","100","To see how people define what people see...?","no"
"751","anon4","female","33","English","Yes","XY.XandY_catele","100","To see how people define what people see...?","no"
"752","anon4","female","33","English","Yes","XY.XandY_dogele","100","To see how people define what people see...?","no"
"753","anon4","female","33","English","Yes","X_Z_ele_cat","0","To see how people define what people see...?","no"
"754","anon4","female","33","English","Yes","XY.XorY_catdog","64","To see how people define what people see...?","no"
"755","anon4","female","33","English","Yes","X_Z_ele_dog","0","To see how people define what people see...?","no"
"756","anon4","female","33","English","Yes","X.X_dog","100","To see how people define what people see...?","no"
"757","anon4","female","33","English","Yes","XY_Z_catele_dog","0","To see how people define what people see...?","no"
"758","anon4","female","33","English","Yes","XY_X_catele_cat","72","To see how people define what people see...?","no"
"759","anon4","female","33","English","Yes","X_XandY_cat_catdog","19","To see how people define what people see...?","no"
"760","anon4","female","33","English","Yes","X_XandY_ele_catele","34","To see how people define what people see...?","no"
"761","anon4","female","33","English","Yes","XY_Z_catdog_ele","0","To see how people define what people see...?","no"
"762","anon4","female","33","English","Yes","X.X_cat","100","To see how people define what people see...?","no"
"763","anon4","female","33","English","Yes","XY.XorY_dogele","78","To see how people define what people see...?","no"
"764","anon4","female","33","English","Yes","XY.XorY_catele","77","To see how people define what people see...?","no"
"765","anon4","female","33","English","Yes","XY_Z_dogele_cat","0","To see how people define what people see...?","no"
"766","anon4","female","33","English","Yes","XY_X_catdog_cat","89","To see how people define what people see...?","no"
"767","anon4","female","33","English","Yes","X_XorY_cat_catele","81","To see how people define what people see...?","no"
"768","anon4","female","33","English","Yes","X_Z_dog_ele","0","To see how people define what people see...?","no"
"769","anon40","male","35","english","No","X_Z_cat_dog","0","I have no idea ",""
"770","anon40","male","35","english","No","XY_Z_catdog_ele","0","I have no idea ",""
"771","anon40","male","35","english","No","XY_X_catele_ele","1","I have no idea ",""
"772","anon40","male","35","english","No","XY.XandY_catele","1","I have no idea ",""
"773","anon40","male","35","english","No","XY.XorY_dogele","1","I have no idea ",""
"774","anon40","male","35","english","No","X_XandY_dog_dogele","0","I have no idea ",""
"775","anon40","male","35","english","No","XY.XandY_catdog","1","I have no idea ",""
"776","anon40","male","35","english","No","XY_X_catdog_dog","1","I have no idea ",""
"777","anon40","male","35","english","No","X_XorY_dog_catdog","1","I have no idea ",""
"778","anon40","male","35","english","No","X_Z_ele_cat","0","I have no idea ",""
"779","anon40","male","35","english","No","XY_Z_catele_dog","0","I have no idea ",""
"780","anon40","male","35","english","No","X_XandY_ele_dogele","1","I have no idea ",""
"781","anon40","male","35","english","No","XY.XandY_dogele","1","I have no idea ",""
"782","anon40","male","35","english","No","X_XorY_cat_catdog","1","I have no idea ",""
"783","anon40","male","35","english","No","X.X_cat","1","I have no idea ",""
"784","anon40","male","35","english","No","XY_X_catdog_cat","1","I have no idea ",""
"785","anon40","male","35","english","No","X_XandY_cat_catele","0","I have no idea ",""
"786","anon40","male","35","english","No","XY.XorY_catdog","1","I have no idea ",""
"787","anon40","male","35","english","No","XY.XorY_catele","1","I have no idea ",""
"788","anon40","male","35","english","No","X.X_ele","1","I have no idea ",""
"789","anon40","male","35","english","No","XY_Z_dogele_cat","0","I have no idea ",""
"790","anon40","male","35","english","No","X_XorY_ele_dogele","1","I have no idea ",""
"791","anon40","male","35","english","No","X.X_dog","1","I have no idea ",""
"792","anon40","male","35","english","No","X_Z_cat_ele","0","I have no idea ",""
"793","anon41","female","33","English","Yes","X.X_dog","100","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"794","anon41","female","33","English","Yes","X_XorY_ele_catele","100","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"795","anon41","female","33","English","Yes","XY_Z_catdog_ele","0","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"796","anon41","female","33","English","Yes","X_Z_ele_cat","0","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"797","anon41","female","33","English","Yes","X_XorY_cat_catele","100","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"798","anon41","female","33","English","Yes","X_Z_cat_dog","0","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"799","anon41","female","33","English","Yes","X_Z_ele_dog","0","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"800","anon41","female","33","English","Yes","X.X_ele","100","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"801","anon41","female","33","English","Yes","XY.XandY_catele","100","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"802","anon41","female","33","English","Yes","XY.XorY_catdog","72","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"803","anon41","female","33","English","Yes","X_XandY_dog_dogele","61","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
"804","anon41","female","33","English","Yes","XY.XandY_catdog","100","To see how people perceive the use of ""and"" and/or ""or.""","Thank you - this was a fun experiment!"
